,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,watchDate,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,\N
365,tt0124315,movie,The Cider House Rules,The Cider House Rules,0,1999,\N,126,Drama,7.4,89158.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
366,tt0118615,movie,Anaconda,Anaconda,0,1997,\N,89,Action,4.8,89069.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,tt1657507,movie,Colombiana,Colombiana,0,2011,\N,108,Action,6.4,88881.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,tt1622547,movie,30 Minutes or Less,30 Minutes or Less,0,2011,\N,83,Action,6.1,88804.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,tt0070379,movie,Mean Streets,Mean Streets,0,1973,\N,112,Crime,7.3,87806.0,\N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,tt0892318,movie,Letters to Juliet,Letters to Juliet,0,2010,\N,105,Adventure,6.5,87358.0,\N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,tt1045778,movie,Year One,Year One,0,2009,\N,97,Comedy,4.9,87350.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,tt2224026,movie,Home,Home,0,2015,\N,94,Adventure,6.6,87070.0,23/01/2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,tt0083929,movie,Fast Times at Ridgemont High,Fast Times at Ridgemont High,0,1982,\N,90,Comedy,7.2,86750.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,tt0313542,movie,Runaway Jury,Runaway Jury,0,2003,\N,127,Crime,7.1,86579.0,\N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,tt0107206,movie,In the Line of Fire,In the Line of Fire,0,1993,\N,128,Action,7.2,86529.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,tt0038787,movie,Notorious,Notorious,0,1946,\N,102,Drama,7.9,86463.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
377,tt2548396,movie,The Cloverfield Paradox,The Cloverfield Paradox,0,2018,\N,102,Drama,5.5,86282.0,20/02/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
378,tt0267804,movie,The One,The One,0,2001,\N,87,Action,5.9,86096.0,07/11/2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,tt0480255,movie,The Losers,The Losers,0,2010,\N,97,Action,6.3,86064.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,tt0981227,movie,Nick and Norah's Infinite Playlist,Nick and Norah's Infinite Playlist,0,2008,\N,90,Comedy,6.6,85634.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,tt3195644,movie,Insidious: Chapter 3,Insidious: Chapter 3,0,2015,\N,97,Horror,6.1,85489.0,\N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
382,tt1397514,movie,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,0,2012,\N,94,Action,5.8,85449.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,tt0365686,movie,Revolver,Revolver,0,2005,\N,111,Action,6.4,85197.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,tt0116705,movie,Jingle All the Way,Jingle All the Way,0,1996,\N,89,Comedy,5.6,84794.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,tt1232200,movie,That's My Boy,That's My Boy,0,2012,\N,116,Comedy,5.5,84789.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,tt5022702,movie,Hush,Hush,0,2016,\N,82,Horror,6.6,84361.0,\N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
387,tt1564585,movie,Skyline,Skyline,0,2010,\N,92,Action,4.4,84290.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,tt0416236,movie,The Spiderwick Chronicles,The Spiderwick Chronicles,0,2008,\N,96,Action,6.5,82878.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,tt2172934,movie,3 Days to Kill,3 Days to Kill,0,2014,\N,117,Action,6.2,82799.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,tt0408839,movie,The Heartbreak Kid,The Heartbreak Kid,0,2007,\N,116,Comedy,5.8,81118.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,tt1456635,movie,Goon,Goon,0,2011,\N,92,Comedy,6.8,80507.0,26/05/2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,tt0400717,movie,Open Season,Open Season,0,2006,\N,86,Adventure,6.1,80492.0,\N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,tt1322269,movie,August: Osage County,August: Osage County,0,2013,\N,121,Comedy,7.2,80435.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,tt0284837,movie,Ali G Indahouse,Ali G Indahouse,0,2002,\N,85,Comedy,6.2,80245.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,tt0160862,movie,She's All That,She's All That,0,1999,\N,95,Comedy,5.9,79640.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,tt0382077,movie,Hide and Seek,Hide and Seek,0,2005,\N,101,Drama,6.0,78767.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397,tt0151738,movie,Never Been Kissed,Never Been Kissed,0,1999,\N,107,Comedy,6.0,78665.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,tt0497116,movie,An Inconvenient Truth,An Inconvenient Truth,0,2006,\N,96,Documentary,7.4,78085.0,\N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399,tt0322802,movie,Jackass: The Movie,Jackass: The Movie,0,2002,\N,87,Action,6.6,77481.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,tt0370032,movie,Ultraviolet,Ultraviolet,0,2006,\N,88,Action,4.4,77177.0,24/02/2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,tt0208003,movie,Big Momma's House,Big Momma's House,0,2000,\N,99,Action,5.1,77100.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,tt0138749,movie,The Road to El Dorado,The Road to El Dorado,0,2000,\N,89,Adventure,6.9,77016.0,\N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,tt3967856,movie,Okja,Okja,0,2017,\N,120,Action,7.3,76477.0,02/07/2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,tt0455967,movie,John Tucker Must Die,John Tucker Must Die,0,2006,\N,89,Comedy,5.7,76282.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,tt0120679,movie,Frida,Frida,0,2002,\N,123,Biography,7.4,75771.0,\N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,tt0852713,movie,The House Bunny,The House Bunny,0,2008,\N,97,Comedy,5.5,75434.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,tt0035423,movie,Kate & Leopold,Kate & Leopold,0,2001,\N,118,Comedy,6.4,75099.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,tt2400463,movie,The Invitation,The Invitation,0,2015,\N,100,Drama,6.6,74910.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
409,tt1020558,movie,Centurion,Centurion,0,2010,\N,97,Action,6.4,74853.0,20/02/2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,tt0371246,movie,Spanglish,Spanglish,0,2004,\N,131,Comedy,6.4,74677.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,tt1051904,movie,Goosebumps,Goosebumps,0,2015,\N,103,Adventure,6.3,74623.0,15/12/2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,tt0097778,movie,Look Who's Talking,Look Who's Talking,0,1989,\N,93,Comedy,5.9,73538.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,tt0405325,movie,Sky High,Sky High,0,2005,\N,100,Adventure,6.1,73484.0,17/05/2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,tt0304415,movie,Mona Lisa Smile,Mona Lisa Smile,0,2003,\N,117,Drama,6.5,73442.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
415,tt1600195,movie,Abduction,Abduction,0,2011,\N,106,Action,5.1,73349.0,02/01/2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,tt0795351,movie,Case 39,Case 39,0,2009,\N,109,Horror,6.2,73052.0,\N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
417,tt0108037,movie,The Sandlot,The Sandlot,0,1993,\N,101,Comedy,7.8,72964.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,tt0810913,movie,Jack and Jill,Jack and Jill,0,2011,\N,91,Comedy,3.3,72905.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,tt1674771,movie,Entourage,Entourage,0,2015,\N,104,Comedy,6.6,72488.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,tt2436386,movie,Project Almanac,Project Almanac,0,2015,\N,106,Drama,6.4,72467.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
421,tt2017038,movie,All Is Lost,All Is Lost,0,2013,\N,106,Action,6.9,72217.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,tt3748172,movie,Gerald's Game,Gerald's Game,0,2017,\N,103,Drama,6.6,71241.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
423,tt0109813,movie,The Flintstones,The Flintstones,0,1994,\N,91,Comedy,4.9,71231.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,tt2002718,movie,Machete Kills,Machete Kills,0,2013,\N,107,Action,5.6,71038.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,tt0952640,movie,Alvin and the Chipmunks,Alvin and the Chipmunks,0,2007,\N,92,Animation,5.2,70913.0,\N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,tt0114508,movie,Species,Species,0,1995,\N,108,Action,5.8,70335.0,23/12/2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,tt0162650,movie,Shaft,Shaft,0,2000,\N,99,Action,5.9,70013.0,13/07/2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,tt0462465,movie,Outlander,Outlander,0,2008,\N,115,Action,6.2,69369.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,tt2870612,movie,"As Above, So Below","As Above, So Below",0,2014,\N,93,Horror,6.2,68932.0,\N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
430,tt1241317,movie,Death Note,Death Note,0,2017,\N,101,Adventure,4.5,68890.0,28/08/2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,tt0427229,movie,Failure to Launch,Failure to Launch,0,2006,\N,97,Comedy,5.6,68428.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,tt1121096,movie,Seventh Son,Seventh Son,0,2014,\N,102,Action,5.5,67479.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,tt1586265,movie,What to Expect When You're Expecting,What to Expect When You're Expecting,0,2012,\N,110,Comedy,5.7,66749.0,05/05/2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,tt1082868,movie,Quarantine,Quarantine,0,2008,\N,89,Horror,6.0,66260.0,\N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
435,tt1645089,movie,Inside Job,Inside Job,0,2010,\N,109,Crime,8.2,66095.0,\N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,tt0089755,movie,Out of Africa,Out of Africa,0,1985,\N,161,Biography,7.2,66077.0,\N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,tt0374536,movie,Bewitched,Bewitched,0,2005,\N,102,Comedy,4.8,66046.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,tt1365050,movie,Beasts of No Nation,Beasts of No Nation,0,2015,\N,137,Drama,7.8,65772.0,18/10/2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
439,tt1352824,movie,Chloe,Chloe,0,2009,\N,96,Drama,6.3,65734.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
440,tt1186367,movie,Ninja Assassin,Ninja Assassin,0,2009,\N,99,Action,6.3,65452.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,tt0085333,movie,Christine,Christine,0,1983,\N,110,Horror,6.7,65325.0,\N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
442,tt0377471,movie,Be Cool,Be Cool,0,2005,\N,118,Comedy,5.6,65263.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,tt0087277,movie,Footloose,Footloose,0,1984,\N,107,Drama,6.6,64748.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
444,tt1321511,movie,Oldboy,Oldboy,0,2013,\N,104,Action,5.7,64447.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,tt0423294,movie,Surf's Up,Surf's Up,0,2007,\N,85,Animation,6.7,64099.0,\N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,tt0866439,movie,Made of Honor,Made of Honor,0,2008,\N,101,Comedy,5.9,64050.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,tt0120749,movie,Mercury Rising,Mercury Rising,0,1998,\N,111,Action,6.1,63549.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,tt0396752,movie,Nanny McPhee,Nanny McPhee,0,2005,\N,97,Comedy,6.5,62869.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,tt0463998,movie,Freedom Writers,Freedom Writers,0,2007,\N,123,Biography,7.5,62863.0,\N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,tt2937898,movie,A Most Violent Year,A Most Violent Year,0,2014,\N,125,Action,7.0,61416.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,tt0457400,movie,Land of the Lost,Land of the Lost,0,2009,\N,102,Action,5.3,61346.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,tt4139588,movie,Polar,Polar,0,2019,\N,118,Action,6.3,61229.0,28/01/2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,tt1687901,movie,The Awakening,The Awakening,0,2011,\N,102,Horror,6.5,60894.0,\N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
454,tt5638642,movie,The Ritual,The Ritual,0,2017,\N,94,Horror,6.3,60681.0,\N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
455,tt0083131,movie,Stripes,Stripes,0,1981,\N,106,Comedy,6.9,60260.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,tt2870756,movie,Magic in the Moonlight,Magic in the Moonlight,0,2014,\N,97,Comedy,6.6,60041.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,tt0317303,movie,Daddy Day Care,Daddy Day Care,0,2003,\N,92,Comedy,5.5,59829.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,tt0465624,movie,My Super Ex-Girlfriend,My Super Ex-Girlfriend,0,2006,\N,96,Comedy,5.1,59728.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,tt2109184,movie,Paranormal Activity 4,Paranormal Activity 4,0,2012,\N,88,Horror,4.6,59298.0,\N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
460,tt0166813,movie,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,0,2002,\N,83,Adventure,7.1,59171.0,\N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,tt2910814,movie,The Signal,The Signal,0,2014,\N,97,Drama,6.1,59123.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
462,tt0120053,movie,The Saint,The Saint,0,1997,\N,116,Action,6.2,59046.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,tt0327679,movie,Ella Enchanted,Ella Enchanted,0,2004,\N,96,Comedy,6.2,58216.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,tt4430212,movie,Drishyam,Drishyam,0,2015,\N,163,Crime,8.3,58002.0,\N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,tt0300556,movie,Timeline,Timeline,0,2003,\N,116,Action,5.6,57971.0,10/09/2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,tt0113957,movie,The Net,The Net,0,1995,\N,114,Action,5.9,57337.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,tt0388125,movie,In Her Shoes,In Her Shoes,0,2005,\N,130,Comedy,6.4,57207.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,tt0083791,movie,The Dark Crystal,The Dark Crystal,0,1982,\N,93,Adventure,7.2,57005.0,\N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,tt2083383,movie,Trouble with the Curve,Trouble with the Curve,0,2012,\N,111,Drama,6.8,56918.0,21/12/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
470,tt1243974,movie,Aloha,Aloha,0,2015,\N,105,Comedy,5.4,56570.0,31/12/2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,tt0109446,movie,The Client,The Client,0,1994,\N,119,Crime,6.7,55712.0,\N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,tt1093357,movie,The Darkest Hour,The Darkest Hour,0,2011,\N,89,Action,4.9,55601.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,tt0466342,movie,Date Movie,Date Movie,0,2006,\N,83,Comedy,2.8,55354.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,tt0491152,movie,Something Borrowed,Something Borrowed,0,2011,\N,112,Comedy,5.9,55040.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,tt0206275,movie,Save the Last Dance,Save the Last Dance,0,2001,\N,112,Drama,6.2,54608.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
476,tt1135084,movie,Takers,Takers,0,2010,\N,107,Action,6.2,54197.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,tt0449089,movie,RV,RV,0,2006,\N,99,Adventure,5.5,53655.0,\N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,tt0988047,movie,Traitor,Traitor,0,2008,\N,114,Action,7.0,53544.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,tt1821480,movie,Kahaani,Kahaani,0,2012,\N,122,Mystery,8.1,53014.0,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
480,tt0862467,movie,Valhalla Rising,Valhalla Rising,0,2009,\N,93,Adventure,6.1,52889.0,\N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,tt0106701,movie,Dennis the Menace,Dennis the Menace,0,1993,\N,94,Comedy,5.6,52231.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,tt1772240,movie,Apollo 18,Apollo 18,0,2011,\N,86,Horror,5.2,51982.0,\N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
483,tt5657846,movie,Daddy's Home 2,Daddy's Home 2,0,2017,\N,100,Comedy,6.0,51797.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,tt0787474,movie,The Boxtrolls,The Boxtrolls,0,2014,\N,96,Adventure,6.8,51551.0,\N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,tt0108002,movie,Rudy,Rudy,0,1993,\N,114,Biography,7.5,51509.0,\N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,tt0397078,movie,Just My Luck,Just My Luck,0,2006,\N,103,Comedy,5.4,51386.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,tt2139881,movie,Long Shot,Long Shot,0,2019,\N,125,Comedy,6.9,51313.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,tt0243655,movie,Wet Hot American Summer,Wet Hot American Summer,0,2001,\N,97,Comedy,6.6,51032.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,tt6292852,movie,I Am Mother,I Am Mother,0,2019,\N,113,Drama,6.8,50836.0,08/06/2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
490,tt0112722,movie,Copycat,Copycat,0,1995,\N,123,Drama,6.6,50836.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
491,tt0338459,movie,Spy Kids 3-D: Game Over,Spy Kids 3: Game Over,0,2003,\N,84,Action,4.2,50732.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,tt2452386,movie,The Fundamentals of Caring,The Fundamentals of Caring,0,2016,\N,97,Comedy,7.3,50607.0,18/09/2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,tt4225622,movie,The Babysitter,The Babysitter,0,2017,\N,85,Comedy,6.3,50055.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,tt4387040,movie,Airlift,Airlift,0,2016,\N,130,Drama,8.0,49362.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
495,tt4044364,movie,Citizenfour,Citizenfour,0,2014,\N,114,Biography,8.1,48907.0,\N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,tt3799232,movie,The Kissing Booth,The Kissing Booth,0,2018,\N,105,Comedy,6.1,48414.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,tt6679794,movie,Outlaw King,Outlaw King,0,2018,\N,121,Action,6.9,48367.0,09/11/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,tt2910904,movie,The Dressmaker,The Dressmaker,0,2015,\N,119,Comedy,7.1,48172.0,14/02/2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,tt0430304,movie,Little Man,Little Man,0,2006,\N,98,Comedy,4.4,47339.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,tt0120399,movie,U Turn,U Turn,0,1997,\N,125,Crime,6.8,47076.0,\N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,tt0297181,movie,I Spy,I Spy,0,2002,\N,97,Action,5.4,46953.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,tt3553442,movie,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,0,2016,\N,112,Biography,6.6,46894.0,\N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,tt0437863,movie,The Benchwarmers,The Benchwarmers,0,2006,\N,85,Comedy,5.5,46246.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,tt0165982,movie,Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,0,2003,\N,86,Adventure,6.7,45657.0,\N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,tt2112124,movie,Chennai Express,Chennai Express,0,2013,\N,141,Action,6.0,45537.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,tt0116126,movie,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,1996,\N,89,Comedy,6.6,45237.0,\N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,tt2106651,movie,Spectral,Spectral,0,2016,\N,107,Action,6.3,45229.0,09/12/2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,tt0097647,movie,The Karate Kid Part III,The Karate Kid Part III,0,1989,\N,112,Action,5.2,45199.0,\N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,tt1294688,movie,Last Night,Last Night,0,2010,\N,93,Drama,6.6,45155.0,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
