,tconst,titleType,primaryTitle,originalTitle,endYear,genres,watchDate,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,noGenre,isAdult,startYear,averageRating,numVotes,runtimeMinutes,cluster,clusPercent
494,tt4387040,movie,Airlift,Airlift,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8.0,49362.0,130,1,19.90950226244344
495,tt4044364,movie,Citizenfour,Citizenfour,0,Biography,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8.1,48907.0,114,1,19.90950226244344
496,tt3799232,movie,The Kissing Booth,The Kissing Booth,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6.1,48414.0,105,1,19.90950226244344
497,tt6679794,movie,Outlaw King,Outlaw King,0,Action,09/11/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6.9,48367.0,121,1,19.90950226244344
498,tt2910904,movie,The Dressmaker,The Dressmaker,0,Comedy,14/02/2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7.1,48172.0,119,1,19.90950226244344
499,tt0430304,movie,Little Man,Little Man,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,4.4,47339.0,98,1,19.90950226244344
500,tt0120399,movie,U Turn,U Turn,0,Crime,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,6.8,47076.0,125,1,19.90950226244344
501,tt0297181,movie,I Spy,I Spy,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,5.4,46953.0,97,1,19.90950226244344
502,tt3553442,movie,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,0,Biography,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6.6,46894.0,112,1,19.90950226244344
503,tt0437863,movie,The Benchwarmers,The Benchwarmers,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,5.5,46246.0,85,1,19.90950226244344
504,tt0165982,movie,Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,0,Adventure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,6.7,45657.0,86,1,19.90950226244344
505,tt2112124,movie,Chennai Express,Chennai Express,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6.0,45537.0,141,1,19.90950226244344
506,tt0116126,movie,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,6.6,45237.0,89,1,19.90950226244344
507,tt2106651,movie,Spectral,Spectral,0,Action,09/12/2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6.3,45229.0,107,1,19.90950226244344
508,tt0097647,movie,The Karate Kid Part III,The Karate Kid Part III,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,5.2,45199.0,112,1,19.90950226244344
509,tt1294688,movie,Last Night,Last Night,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,6.6,45155.0,93,1,19.90950226244344
510,tt0271668,movie,National Security,National Security,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,5.6,44916.0,88,1,19.90950226244344
511,tt0475944,movie,The Covenant,The Covenant,0,Action,08/12/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,5.3,44873.0,97,1,19.90950226244344
512,tt0110367,movie,Little Women,Little Women,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,7.3,44821.0,115,1,19.90950226244344
513,tt0098282,movie,"See No Evil, Hear No Evil","See No Evil, Hear No Evil",0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,6.9,44738.0,103,1,19.90950226244344
514,tt1666186,movie,Vampires Suck,Vampires Suck,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,3.4,44630.0,82,1,19.90950226244344
515,tt3612616,movie,Mommy,Mommy,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8.1,44305.0,139,1,19.90950226244344
516,tt2724064,tvMovie,Sharknado,Sharknado,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3.3,44079.0,86,1,19.90950226244344
517,tt1920849,movie,Bachelorette,Bachelorette,0,Comedy,08/10/2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,5.3,43659.0,87,1,19.90950226244344
518,tt1093370,movie,Jab We Met,Jab We Met,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,7.9,43359.0,138,1,19.90950226244344
519,tt0098384,movie,Steel Magnolias,Steel Magnolias,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,7.3,42978.0,117,1,19.90950226244344
520,tt0421206,movie,Gridiron Gang,Gridiron Gang,0,Biography,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,6.9,42641.0,125,1,19.90950226244344
521,tt1416801,movie,Kill the Irishman,Kill the Irishman,0,Biography,30/10/2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,7.1,42480.0,106,1,19.90950226244344
522,tt0100050,movie,Look Who's Talking Too,Look Who's Talking Too,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,4.7,42372.0,81,1,19.90950226244344
523,tt6791096,movie,I Feel Pretty,I Feel Pretty,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5.5,42319.0,110,1,19.90950226244344
524,tt0430308,movie,Get Rich or Die Tryin',Get Rich or Die Tryin',0,Biography,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,5.3,41961.0,117,1,19.90950226244344
525,tt0119807,movie,Nothing to Lose,Nothing to Lose,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,6.7,41838.0,98,1,19.90950226244344
526,tt1341188,movie,How Do You Know,How Do You Know,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,5.4,41744.0,121,1,19.90950226244344
527,tt0114781,movie,Under Siege 2: Dark Territory,Under Siege 2: Dark Territory,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,5.5,41646.0,100,1,19.90950226244344
528,tt0191754,movie,28 Days,28 Days,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,6.0,41500.0,103,1,19.90950226244344
529,tt1621045,movie,Think Like a Man,Think Like a Man,0,Comedy,17/07/2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,6.6,41476.0,122,1,19.90950226244344
530,tt0377107,movie,Proof,Proof,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,6.7,41475.0,100,1,19.90950226244344
531,tt0322589,movie,Honey,Honey,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,5.3,41463.0,94,1,19.90950226244344
532,tt0450405,movie,Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,0,Action,06/10/2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5.9,41389.0,109,1,19.90950226244344
533,tt1727776,movie,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6.3,41383.0,93,1,19.90950226244344
534,tt6214928,movie,1922,1922,0,Crime,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,6.3,40779.0,102,1,19.90950226244344
535,tt1691916,movie,Before I Fall,Before I Fall,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,6.4,40757.0,98,1,19.90950226244344
536,tt0332047,movie,Fever Pitch,Fever Pitch,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,6.2,40561.0,104,1,19.90950226244344
537,tt0110366,movie,The Little Rascals,The Little Rascals,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,6.3,40362.0,82,1,19.90950226244344
538,tt1231580,movie,Alvin and the Chipmunks: The Squeakquel,Alvin and the Chipmunks: The Squeakquel,0,Animation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4.5,40210.0,88,1,19.90950226244344
539,tt2567712,movie,Starred Up,Starred Up,0,Crime,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7.4,40168.0,106,1,19.90950226244344
540,tt2479478,movie,The Ridiculous 6,The Ridiculous 6,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,4.8,39955.0,119,1,19.90950226244344
541,tt1967545,movie,Labor Day,Labor Day,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6.9,39896.0,111,1,19.90950226244344
542,tt3201640,movie,Extinction,Extinction,0,Action,13/08/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5.8,39336.0,95,1,19.90950226244344
543,tt3774694,movie,Love,Love,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6.1,38976.0,135,1,19.90950226244344
544,tt0808510,movie,Tooth Fairy,Tooth Fairy,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,5.0,38876.0,101,1,19.90950226244344
545,tt1598828,movie,One for the Money,One for the Money,0,Action,11/10/2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,5.3,38817.0,91,1,19.90950226244344
546,tt0372237,movie,Guess Who,Guess Who,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,5.9,38504.0,105,1,19.90950226244344
547,tt0421729,movie,Big Momma's House 2,Big Momma's House 2,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,4.7,38400.0,99,1,19.90950226244344
548,tt0062803,movie,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,0,Adventure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,6.9,38139.0,144,1,19.90950226244344
549,tt5246700,movie,How It Ends,How It Ends,0,Action,17/07/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5.0,38138.0,113,1,19.90950226244344
550,tt1430612,movie,Brick Mansions,Brick Mansions,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5.7,37985.0,90,1,19.90950226244344
551,tt4781612,movie,Imperium,Imperium,0,Biography,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6.5,37907.0,109,1,19.90950226244344
552,tt2473682,movie,Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,0,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,5.0,37721.0,84,1,19.90950226244344
553,tt0103893,movie,Buffy the Vampire Slayer,Buffy the Vampire Slayer,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,5.6,37623.0,86,1,19.90950226244344
554,tt3405236,movie,Raees,Raees,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,6.8,37510.0,143,1,19.90950226244344
555,tt0388419,movie,Christmas with the Kranks,Christmas with the Kranks,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,5.3,37452.0,99,1,19.90950226244344
556,tt1571249,movie,The Skeleton Twins,The Skeleton Twins,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,6.8,37436.0,93,1,19.90950226244344
557,tt0039628,movie,Miracle on 34th Street,Miracle on 34th Street,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,7.9,37222.0,96,1,19.90950226244344
558,tt3387542,movie,The Forest,The Forest,0,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,4.8,37201.0,93,1,19.90950226244344
559,tt0083564,movie,Annie,Annie,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,6.6,37195.0,126,1,19.90950226244344
560,tt0763831,movie,A Thousand Words,A Thousand Words,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,5.9,37029.0,91,1,19.90950226244344
561,tt0278435,movie,Enough,Enough,0,Crime,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,5.7,36929.0,115,1,19.90950226244344
562,tt2493486,movie,Last Knights,Last Knights,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6.2,36804.0,115,1,19.90950226244344
563,tt5783956,movie,When We First Met,When We First Met,0,Comedy,25/07/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6.4,36455.0,97,1,19.90950226244344
564,tt4758646,movie,War Machine,War Machine,0,Comedy,05/06/2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,6.0,36441.0,122,1,19.90950226244344
565,tt0257756,movie,High Crimes,High Crimes,0,Crime,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,6.4,36433.0,115,1,19.90950226244344
566,tt0387575,movie,Seed of Chucky,Seed of Chucky,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,4.8,36173.0,87,1,19.90950226244344
567,tt0265087,movie,Black Knight,Black Knight,0,Adventure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,4.9,35984.0,95,1,19.90950226244344
568,tt1024943,movie,Om Shanti Om,Om Shanti Om,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,6.7,35865.0,162,1,19.90950226244344
569,tt1314228,movie,Did You Hear About the Morgans?,Did You Hear About the Morgans?,0,Comedy,06/07/2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4.8,35504.0,103,1,19.90950226244344
570,tt2396589,movie,Mudbound,Mudbound,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7.4,35333.0,134,1,19.90950226244344
571,tt4769836,movie,The Do-Over,The Do-Over,0,Action,09/06/2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,5.7,34964.0,108,1,19.90950226244344
572,tt0129332,movie,Ravenous,Ravenous,0,Adventure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,7.0,34780.0,101,1,19.90950226244344
573,tt5304992,movie,Set It Up,Set It Up,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6.5,34608.0,105,1,19.90950226244344
574,tt5541240,movie,To the Bone,To the Bone,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,6.8,34541.0,107,1,19.90950226244344
575,tt0082432,movie,Gallipoli,Gallipoli,0,Adventure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,7.4,34532.0,110,1,19.90950226244344
576,tt0420238,movie,The Tale of Despereaux,The Tale of Despereaux,0,Adventure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,6.1,34391.0,93,1,19.90950226244344
577,tt3174376,movie,Before I Wake,Before I Wake,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6.2,34290.0,97,1,19.90950226244344
578,tt0347246,movie,Ghost in the Shell 2: Innocence,Innocence,0,Animation,05/03/2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,7.5,34221.0,100,1,19.90950226244344
579,tt0267891,movie,The Ringer,The Ringer,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,5.8,33963.0,94,1,19.90950226244344
580,tt5571734,movie,Pink,Pink,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8.2,33692.0,136,1,19.90950226244344
581,tt0093777,movie,Prince of Darkness,Prince of Darkness,0,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1987,6.7,33479.0,102,1,19.90950226244344
582,tt2428170,movie,Creep,Creep,0,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,6.3,33155.0,77,1,19.90950226244344
583,tt0462396,movie,The Last Legion,The Last Legion,0,Action,11/01/2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,5.4,32953.0,101,1,19.90950226244344
584,tt3118452,movie,Circle,Circle,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6.0,32715.0,87,1,19.90950226244344
585,tt5946128,movie,Dear Zindagi,Dear Zindagi,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7.6,32664.0,151,1,19.90950226244344
586,tt1032815,movie,"I Love You, Beth Cooper","I Love You, Beth Cooper",0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5.3,32188.0,102,1,19.90950226244344
587,tt2461132,movie,Happy New Year,Happy New Year,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5.1,32044.0,180,1,19.90950226244344
588,tt0252503,movie,Heist,Heist,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,6.5,31651.0,109,1,19.90950226244344
589,tt0375611,movie,Black,Black,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,8.2,31577.0,122,1,19.90950226244344
590,tt3797868,movie,The Choice,The Choice,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6.6,31287.0,111,1,19.90950226244344
591,tt5397194,movie,Anon,Anon,0,Action,06/08/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6.1,31155.0,100,1,19.90950226244344
592,tt0375568,movie,Astro Boy,Astro Boy,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,6.3,31114.0,94,1,19.90950226244344
593,tt0107653,movie,Naked,Naked,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,7.8,31011.0,132,1,19.90950226244344
594,tt1082601,movie,Fighting,Fighting,0,Action,16/10/2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5.6,30966.0,105,1,19.90950226244344
595,tt6333060,movie,Icarus,Icarus,0,Documentary,06/08/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7.9,30909.0,120,1,19.90950226244344
596,tt0100029,movie,Lionheart,Lionheart,0,Action,05/01/2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,6.2,30486.0,108,1,19.90950226244344
597,tt5862312,movie,Veronica,Verónica,0,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,6.2,30464.0,105,1,19.90950226244344
598,tt5640450,movie,ARQ,ARQ,0,Action,17/09/2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6.4,30233.0,88,1,19.90950226244344
599,tt2059171,movie,13 Sins,13 Sins,0,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,6.3,30152.0,93,1,19.90950226244344
600,tt0458413,movie,A Long Way Down,A Long Way Down,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,6.4,29638.0,96,1,19.90950226244344
601,tt3120280,movie,Sierra Burgess Is a Loser,Sierra Burgess Is a Loser,0,Comedy,24/09/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5.9,29621.0,105,1,19.90950226244344
602,tt0270053,movie,Vizontele,Vizontele,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,8.0,29481.0,110,1,19.90950226244344
603,tt4535650,movie,Dilwale,Dilwale,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5.2,29435.0,158,1,19.90950226244344
604,tt3860916,movie,Cargo,Cargo,0,Drama,27/05/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,6.3,29335.0,105,1,19.90950226244344
605,tt2101569,movie,In Your Eyes,In Your Eyes,0,Fantasy,08/01/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,7.0,29117.0,106,1,19.90950226244344
606,tt2317225,movie,The Machine,The Machine,0,Action,15/06/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6.1,29047.0,91,1,19.90950226244344
607,tt1615918,movie,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,0,Adventure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,4.3,28891.0,87,1,19.90950226244344
608,tt0300532,movie,Blue Crush,Blue Crush,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,5.6,28834.0,104,1,19.90950226244344
609,tt0814335,movie,The Stepfather,The Stepfather,0,Crime,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5.6,28626.0,101,1,19.90950226244344
610,tt2398231,movie,The Homesman,The Homesman,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,6.6,28209.0,122,1,19.90950226244344
611,tt0088814,movie,The Black Cauldron,The Black Cauldron,0,Action,30/07/2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,6.4,28061.0,80,1,19.90950226244344
612,tt1198138,movie,Obsessed,Obsessed,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5.0,27674.0,108,1,19.90950226244344
613,tt0120609,movie,The Big Hit,The Big Hit,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,6.1,27423.0,91,1,19.90950226244344
614,tt0368578,movie,Are We There Yet?,Are We There Yet?,0,Adventure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,4.7,27402.0,95,1,19.90950226244344
615,tt1951181,movie,The Immigrant,The Immigrant,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6.6,27394.0,120,1,19.90950226244344
616,tt1232783,movie,Sorority Row,Sorority Row,0,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2009,5.1,27359.0,101,1,19.90950226244344
617,tt2891174,movie,99 Homes,99 Homes,0,Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7.1,27302.0,112,1,19.90950226244344
618,tt0470883,movie,Magic Carpet Ride,Organize Isler,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,7.4,27036.0,106,1,19.90950226244344
619,tt0827503,movie,The Magician,Hokkabaz,0,Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,7.4,26984.0,122,1,19.90950226244344
620,tt7608028,movie,The Open House,The Open House,0,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018,3.2,26900.0,94,1,19.90950226244344
621,tt0366174,movie,Anacondas: The Hunt for the Blood Orchid,Anacondas: The Hunt for the Blood Orchid,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,4.6,26810.0,97,1,19.90950226244344
622,tt1464763,movie,Mute,Mute,0,Mystery,26/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,5.4,26547.0,126,1,19.90950226244344
623,tt3416744,movie,The End of the Tour,The End of the Tour,0,Biography,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7.3,26533.0,106,1,19.90950226244344
624,tt3256226,movie,IO,IO,0,Adventure,25/01/2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4.7,26375.0,96,1,19.90950226244344
625,tt1160368,movie,12 Rounds,12 Rounds,0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5.6,26191.0,108,1,19.90950226244344
